species,n_total,percentile,GMM_n_ood,GMM_n_indist,GMM_pct_ood,Decoder A_n_ood,Decoder A_n_indist,Decoder A_pct_ood,MARISMA_n_ood,MARISMA_n_indist,MARISMA_pct_ood,Intersection (3 agree)_n_ood,Intersection (3 agree)_n_indist,Intersection (3 agree)_pct_ood,Union (at least 1 agrees)_n_ood,Union (at least 1 agrees)_n_indist,Union (at least 1 agrees)_pct_ood
Achromobacter_Insolitus,24,0.01,0,24,0.0,0,24,0.0,21,3,87.5,0,24,0.0,21,3,87.5
Achromobacter_Insolitus,24,0.05,1,23,4.2,24,0,100.0,21,3,87.5,0,24,0.0,24,0,100.0
Achromobacter_Insolitus,24,0.1,19,5,79.2,24,0,100.0,23,1,95.8,18,6,75.0,24,0,100.0
Achromobacter_Insolitus,24,0.5,22,2,91.7,24,0,100.0,23,1,95.8,21,3,87.5,24,0,100.0
Achromobacter_Insolitus,24,1.0,23,1,95.8,24,0,100.0,23,1,95.8,22,2,91.7,24,0,100.0
Achromobacter_Xylosoxidans,205,0.01,0,205,0.0,0,205,0.0,179,26,87.3,0,205,0.0,179,26,87.3
Achromobacter_Xylosoxidans,205,0.05,14,191,6.8,203,2,99.0,185,20,90.2,11,194,5.4,204,1,99.5
Achromobacter_Xylosoxidans,205,0.1,97,108,47.3,205,0,100.0,195,10,95.1,87,118,42.4,205,0,100.0
Achromobacter_Xylosoxidans,205,0.5,182,23,88.8,205,0,100.0,203,2,99.0,180,25,87.8,205,0,100.0
Achromobacter_Xylosoxidans,205,1.0,202,3,98.5,205,0,100.0,203,2,99.0,200,5,97.6,205,0,100.0
Acinetobacter_Baumannii,435,0.01,37,398,8.5,0,435,0.0,70,365,16.1,0,435,0.0,104,331,23.9
Acinetobacter_Baumannii,435,0.05,83,352,19.1,179,256,41.1,92,343,21.1,11,424,2.5,206,229,47.4
Acinetobacter_Baumannii,435,0.1,421,14,96.8,223,212,51.3,141,294,32.4,132,303,30.3,432,3,99.3
Acinetobacter_Baumannii,435,0.5,434,1,99.8,296,139,68.0,297,138,68.3,260,175,59.8,435,0,100.0
Acinetobacter_Baumannii,435,1.0,434,1,99.8,314,121,72.2,363,72,83.4,295,140,67.8,435,0,100.0
Acinetobacter_Bereziniae,30,0.01,0,30,0.0,0,30,0.0,17,13,56.7,0,30,0.0,17,13,56.7
Acinetobacter_Bereziniae,30,0.05,3,27,10.0,27,3,90.0,20,10,66.7,0,30,0.0,27,3,90.0
Acinetobacter_Bereziniae,30,0.1,28,2,93.3,28,2,93.3,24,6,80.0,22,8,73.3,30,0,100.0
Acinetobacter_Bereziniae,30,0.5,30,0,100.0,30,0,100.0,27,3,90.0,27,3,90.0,30,0,100.0
Acinetobacter_Bereziniae,30,1.0,30,0,100.0,30,0,100.0,27,3,90.0,27,3,90.0,30,0,100.0
Acinetobacter_Johnsonii,40,0.01,0,40,0.0,0,40,0.0,26,14,65.0,0,40,0.0,26,14,65.0
Acinetobacter_Johnsonii,40,0.05,0,40,0.0,36,4,90.0,30,10,75.0,0,40,0.0,36,4,90.0
Acinetobacter_Johnsonii,40,0.1,29,11,72.5,36,4,90.0,34,6,85.0,24,16,60.0,39,1,97.5
Acinetobacter_Johnsonii,40,0.5,40,0,100.0,38,2,95.0,38,2,95.0,37,3,92.5,40,0,100.0
Acinetobacter_Johnsonii,40,1.0,40,0,100.0,39,1,97.5,40,0,100.0,39,1,97.5,40,0,100.0
Acinetobacter_Junii,38,0.01,0,38,0.0,0,38,0.0,32,6,84.2,0,38,0.0,32,6,84.2
Acinetobacter_Junii,38,0.05,2,36,5.3,36,2,94.7,32,6,84.2,1,37,2.6,36,2,94.7
Acinetobacter_Junii,38,0.1,34,4,89.5,36,2,94.7,34,4,89.5,31,7,81.6,38,0,100.0
Acinetobacter_Junii,38,0.5,38,0,100.0,37,1,97.4,37,1,97.4,36,2,94.7,38,0,100.0
Acinetobacter_Junii,38,1.0,38,0,100.0,37,1,97.4,37,1,97.4,36,2,94.7,38,0,100.0
Acinetobacter_Lwoffii,26,0.01,0,26,0.0,0,26,0.0,18,8,69.2,0,26,0.0,18,8,69.2
Acinetobacter_Lwoffii,26,0.05,0,26,0.0,23,3,88.5,21,5,80.8,0,26,0.0,23,3,88.5
Acinetobacter_Lwoffii,26,0.1,23,3,88.5,24,2,92.3,23,3,88.5,21,5,80.8,26,0,100.0
Acinetobacter_Lwoffii,26,0.5,26,0,100.0,25,1,96.2,26,0,100.0,25,1,96.2,26,0,100.0
Acinetobacter_Lwoffii,26,1.0,26,0,100.0,26,0,100.0,26,0,100.0,26,0,100.0,26,0,100.0
Acinetobacter_Pittii,85,0.01,0,85,0.0,0,85,0.0,57,28,67.1,0,85,0.0,57,28,67.1
Acinetobacter_Pittii,85,0.05,1,84,1.2,70,15,82.4,62,23,72.9,1,84,1.2,71,14,83.5
Acinetobacter_Pittii,85,0.1,49,36,57.6,77,8,90.6,74,11,87.1,41,44,48.2,83,2,97.6
Acinetobacter_Pittii,85,0.5,85,0,100.0,84,1,98.8,84,1,98.8,84,1,98.8,85,0,100.0
Acinetobacter_Pittii,85,1.0,85,0,100.0,85,0,100.0,85,0,100.0,85,0,100.0,85,0,100.0
Acinetobacter_Proteolyticus,10,0.01,0,10,0.0,0,10,0.0,2,8,20.0,0,10,0.0,2,8,20.0
Acinetobacter_Proteolyticus,10,0.05,1,9,10.0,10,0,100.0,3,7,30.0,0,10,0.0,10,0,100.0
Acinetobacter_Proteolyticus,10,0.1,7,3,70.0,10,0,100.0,9,1,90.0,6,4,60.0,10,0,100.0
Acinetobacter_Proteolyticus,10,0.5,10,0,100.0,10,0,100.0,9,1,90.0,9,1,90.0,10,0,100.0
Acinetobacter_Proteolyticus,10,1.0,10,0,100.0,10,0,100.0,9,1,90.0,9,1,90.0,10,0,100.0
Acinetobacter_Radioresistens,15,0.01,0,15,0.0,0,15,0.0,5,10,33.3,0,15,0.0,5,10,33.3
Acinetobacter_Radioresistens,15,0.05,3,12,20.0,11,4,73.3,6,9,40.0,0,15,0.0,11,4,73.3
Acinetobacter_Radioresistens,15,0.1,15,0,100.0,13,2,86.7,7,8,46.7,7,8,46.7,15,0,100.0
Acinetobacter_Radioresistens,15,0.5,15,0,100.0,15,0,100.0,12,3,80.0,12,3,80.0,15,0,100.0
Acinetobacter_Radioresistens,15,1.0,15,0,100.0,15,0,100.0,12,3,80.0,12,3,80.0,15,0,100.0
Acinetobacter_Sp,50,0.01,0,50,0.0,0,50,0.0,17,33,34.0,0,50,0.0,17,33,34.0
Acinetobacter_Sp,50,0.05,4,46,8.0,34,16,68.0,20,30,40.0,2,48,4.0,36,14,72.0
Acinetobacter_Sp,50,0.1,41,9,82.0,43,7,86.0,30,20,60.0,23,27,46.0,49,1,98.0
Acinetobacter_Sp,50,0.5,50,0,100.0,47,3,94.0,50,0,100.0,47,3,94.0,50,0,100.0
Acinetobacter_Sp,50,1.0,50,0,100.0,48,2,96.0,50,0,100.0,48,2,96.0,50,0,100.0
Acinetobacter_Ursingii,65,0.01,0,65,0.0,0,65,0.0,30,35,46.2,0,65,0.0,30,35,46.2
Acinetobacter_Ursingii,65,0.05,3,62,4.6,35,30,53.8,34,31,52.3,2,63,3.1,37,28,56.9
Acinetobacter_Ursingii,65,0.1,62,3,95.4,40,25,61.5,38,27,58.5,35,30,53.8,65,0,100.0
Acinetobacter_Ursingii,65,0.5,65,0,100.0,43,22,66.2,49,16,75.4,43,22,66.2,65,0,100.0
Acinetobacter_Ursingii,65,1.0,65,0,100.0,45,20,69.2,59,6,90.8,45,20,69.2,65,0,100.0
Actinomyces_Neuii,37,0.01,0,37,0.0,0,37,0.0,16,21,43.2,0,37,0.0,16,21,43.2
Actinomyces_Neuii,37,0.05,1,36,2.7,23,14,62.2,18,19,48.6,0,37,0.0,25,12,67.6
Actinomyces_Neuii,37,0.1,27,10,73.0,25,12,67.6,26,11,70.3,18,19,48.6,34,3,91.9
Actinomyces_Neuii,37,0.5,36,1,97.3,32,5,86.5,36,1,97.3,31,6,83.8,37,0,100.0
Actinomyces_Neuii,37,1.0,37,0,100.0,32,5,86.5,36,1,97.3,32,5,86.5,37,0,100.0
Actinomyces_Odontolyticus,48,0.01,4,44,8.3,0,48,0.0,31,17,64.6,0,48,0.0,31,17,64.6
Actinomyces_Odontolyticus,48,0.05,21,27,43.8,43,5,89.6,37,11,77.1,18,30,37.5,45,3,93.8
Actinomyces_Odontolyticus,48,0.1,40,8,83.3,44,4,91.7,44,4,91.7,36,12,75.0,48,0,100.0
Actinomyces_Odontolyticus,48,0.5,47,1,97.9,47,1,97.9,48,0,100.0,46,2,95.8,48,0,100.0
Actinomyces_Odontolyticus,48,1.0,47,1,97.9,48,0,100.0,48,0,100.0,47,1,97.9,48,0,100.0
Actinomyces_Oris,23,0.01,6,17,26.1,0,23,0.0,17,6,73.9,0,23,0.0,19,4,82.6
Actinomyces_Oris,23,0.05,12,11,52.2,20,3,87.0,19,4,82.6,10,13,43.5,21,2,91.3
Actinomyces_Oris,23,0.1,22,1,95.7,23,0,100.0,21,2,91.3,20,3,87.0,23,0,100.0
Actinomyces_Oris,23,0.5,23,0,100.0,23,0,100.0,23,0,100.0,23,0,100.0,23,0,100.0
Actinomyces_Oris,23,1.0,23,0,100.0,23,0,100.0,23,0,100.0,23,0,100.0,23,0,100.0
Actinomyces_Turicensis,17,0.01,1,16,5.9,0,17,0.0,10,7,58.8,0,17,0.0,10,7,58.8
Actinomyces_Turicensis,17,0.05,3,14,17.6,14,3,82.4,10,7,58.8,3,14,17.6,14,3,82.4
Actinomyces_Turicensis,17,0.1,17,0,100.0,16,1,94.1,14,3,82.4,13,4,76.5,17,0,100.0
Actinomyces_Turicensis,17,0.5,17,0,100.0,17,0,100.0,17,0,100.0,17,0,100.0,17,0,100.0
